sep=,
"Time","INV_DC_Bus_Voltage","INV_DC_Bus_Current"
2025-06-03 18:57:02,394 Volts,3.02 Amps
2025-06-03 18:57:02,394 Volts,3.13 Amps
2025-06-03 18:57:02,394 Volts,3.18 Amps
2025-06-03 18:57:02,394 Volts,3.08 Amps
2025-06-03 18:57:02,394 Volts,3.02 Amps
2025-06-03 18:57:02,394 Volts,3.10 Amps
2025-06-03 18:57:02,394 Volts,3.30 Amps
2025-06-03 18:57:02,394 Volts,3.16 Amps
2025-06-03 18:57:03,394 Volts,3.20 Amps
2025-06-03 18:57:03,394 Volts,3.53 Amps
2025-06-03 18:57:03,394 Volts,3.88 Amps
2025-06-03 18:57:03,393 Volts,4.24 Amps
2025-06-03 18:57:03,393 Volts,4.68 Amps
2025-06-03 18:57:03,393 Volts,4.62 Amps
2025-06-03 18:57:03,393 Volts,4.50 Amps
2025-06-03 18:57:03,393 Volts,4.44 Amps
2025-06-03 18:57:03,394 Volts,3.45 Amps
2025-06-03 18:57:03,394 Volts,3.40 Amps
2025-06-03 18:57:04,394 Volts,2.23 Amps
2025-06-03 18:57:04,394 Volts,1.64 Amps
2025-06-03 18:57:04,394 Volts,1.98 Amps
2025-06-03 18:57:04,394 Volts,2.06 Amps
2025-06-03 18:57:04,394 Volts,1.15 Amps
2025-06-03 18:57:04,394 Volts,1.56 Amps
2025-06-03 18:57:04,394 Volts,1.42 Amps
2025-06-03 18:57:04,394 Volts,1.72 Amps
2025-06-03 18:57:04,394 Volts,2.60 Amps
2025-06-03 18:57:04,394 Volts,3.26 Amps
2025-06-03 18:57:05,393 Volts,4.48 Amps
2025-06-03 18:57:05,393 Volts,4.88 Amps
2025-06-03 18:57:05,393 Volts,5.10 Amps
2025-06-03 18:57:05,393 Volts,5.15 Amps
2025-06-03 18:57:05,393 Volts,4.68 Amps
2025-06-03 18:57:05,393 Volts,3.86 Amps
2025-06-03 18:57:05,393 Volts,3.52 Amps
2025-06-03 18:57:05,393 Volts,3.80 Amps
2025-06-03 18:57:05,393 Volts,3.86 Amps
2025-06-03 18:57:05,393 Volts,3.74 Amps
2025-06-03 18:57:06,393 Volts,3.88 Amps
2025-06-03 18:57:06,393 Volts,3.76 Amps
2025-06-03 18:57:06,393 Volts,4 Amps
2025-06-03 18:57:06,393 Volts,3.76 Amps
2025-06-03 18:57:06,394 Volts,3.27 Amps
2025-06-03 18:57:06,394 Volts,3.60 Amps
2025-06-03 18:57:06,393 Volts,3.78 Amps
2025-06-03 18:57:06,393 Volts,3.92 Amps
2025-06-03 18:57:06,393 Volts,4.08 Amps
2025-06-03 18:57:06,393 Volts,4.05 Amps
2025-06-03 18:57:07,393 Volts,3.98 Amps
2025-06-03 18:57:07,393 Volts,4.32 Amps
2025-06-03 18:57:07,393 Volts,4.23 Amps
2025-06-03 18:57:07,393 Volts,3.78 Amps
2025-06-03 18:57:07,393 Volts,4.15 Amps
2025-06-03 18:57:07,393 Volts,4.22 Amps
2025-06-03 18:57:07,393 Volts,3.82 Amps
2025-06-03 18:57:07,393 Volts,3.94 Amps
2025-06-03 18:57:07,393 Volts,4.18 Amps
2025-06-03 18:57:07,393 Volts,4.58 Amps
2025-06-03 18:57:08,393 Volts,4.50 Amps
2025-06-03 18:57:08,393 Volts,3.88 Amps
2025-06-03 18:57:08,393 Volts,3.68 Amps
2025-06-03 18:57:08,393 Volts,3.38 Amps
2025-06-03 18:57:08,393 Volts,3.90 Amps
2025-06-03 18:57:08,393 Volts,4.08 Amps
2025-06-03 18:57:08,393 Volts,3.85 Amps
2025-06-03 18:57:08,393 Volts,3.98 Amps
2025-06-03 18:57:08,393 Volts,3.64 Amps
2025-06-03 18:57:08,393 Volts,3.22 Amps
2025-06-03 18:57:09,394 Volts,2.60 Amps
2025-06-03 18:57:09,394 Volts,3.14 Amps
2025-06-03 18:57:09,393 Volts,7.26 Amps
2025-06-03 18:57:09,393 Volts,3.40 Amps
2025-06-03 18:57:09,394 Volts,1.98 Amps
2025-06-03 18:57:09,394 Volts,2.40 Amps
2025-06-03 18:57:09,394 Volts,0.980 Amps
2025-06-03 18:57:09,395 Volts,-0.640 Amps
2025-06-03 18:57:09,395 Volts,-0.280 Amps
2025-06-03 18:57:09,394 Volts,-0.0250 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:10,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0.100 Amps
2025-06-03 18:57:11,395 Volts,0.150 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:11,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0.100 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:12,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:13,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:14,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:15,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:16,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:17,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:18,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:19,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:20,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:21,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:22,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:23,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:24,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:25,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:26,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:27,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:28,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:29,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:30,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:31,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:32,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:33,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:34,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:35,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:36,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:37,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:38,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:39,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:40,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:41,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:42,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:43,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:44,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:45,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:46,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:47,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:48,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:49,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:50,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:51,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:52,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:53,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:54,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:55,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:56,395 Volts,0 Amps
2025-06-03 18:57:57,395 Volts,0 Amps
2025-06-03 18:57:57,395 Volts,0 Amps
2025-06-03 18:57:57,395 Volts,0 Amps
