sep=,
"Time","INV_Phase_A_Current","INV_Phase_B_Current","INV_Phase_C_Current"
2025-06-03 19:01:44,-0.100,-0.367,0
2025-06-03 19:01:44,-0.100,0.340,-0.100
2025-06-03 19:01:45,0.125,-0.150,-0.225
2025-06-03 19:01:45,-0.160,-0.160,-0.100
2025-06-03 19:01:45,-0.0200,0.0400,0.0400
2025-06-03 19:01:45,-0.0400,-0.260,-0.0200
2025-06-03 19:01:45,0.0500,-0.125,0
2025-06-03 19:01:45,-1.11e-17,-0.100,0.100
2025-06-03 19:01:45,0.700,0.525,0.400
2025-06-03 19:01:45,-0.217,-0.0500,0.150
2025-06-03 19:01:45,-0.225,0.0250,0.225
2025-06-03 19:01:45,-0.160,-0.0200,-0.0800
2025-06-03 19:01:46,0.520,0.160,-0.0200
2025-06-03 19:01:46,0.0600,0.100,0.180
2025-06-03 19:01:46,-0.250,-0.250,-0.125
2025-06-03 19:01:46,0.140,-0.0200,-0.340
2025-06-03 19:01:46,0.260,-0.100,-0.0800
2025-06-03 19:01:46,0.0200,-0.140,0.100
2025-06-03 19:01:46,0.250,0.500,0.0500
2025-06-03 19:01:46,0,-0.140,-0.240
2025-06-03 19:01:46,-0.100,-0.320,-0.100
2025-06-03 19:01:46,-0.300,0.0400,-0.320
2025-06-03 19:01:47,-0.140,-0.0200,-0.0800
2025-06-03 19:01:47,-0.225,-0.250,-0.200
2025-06-03 19:01:47,-0.180,-0.0800,-0.0800
2025-06-03 19:01:47,-0.460,-0.220,-0.240
2025-06-03 19:01:47,0.150,-0.0500,0.125
2025-06-03 19:01:47,-1.67e-17,-0.180,-0.0200
2025-06-03 19:01:47,0.580,0.340,0.180
2025-06-03 19:01:47,0.140,-0.220,-0.180
2025-06-03 19:01:47,-0.160,-0.320,-0.0200
2025-06-03 19:01:47,0.250,0.125,-0.0250
2025-06-03 19:01:48,-0.0200,-0.0200,0.0600
2025-06-03 19:01:48,0.280,-2.22e-17,0.120
2025-06-03 19:01:48,-2.22e-17,-0.0200,-0.0200
2025-06-03 19:01:48,0.0500,-0.200,-0.125
2025-06-03 19:01:48,0.0400,-0.0200,0.160
2025-06-03 19:01:48,0.300,-0.0800,0.0200
2025-06-03 19:01:48,0.220,0.280,0.300
2025-06-03 19:01:48,0.300,-0.0500,0.0500
2025-06-03 19:01:48,-0.140,-0.160,-0.0200
2025-06-03 19:01:48,0.160,0.0400,0.120
2025-06-03 19:01:49,-0.150,-0.325,0.150
2025-06-03 19:01:49,0.317,0.0667,-0.217
2025-06-03 19:01:49,-0.325,-0.350,0.0500
2025-06-03 19:01:49,0.280,0.200,-0.240
2025-06-03 19:01:49,-0.0800,-5.55e-18,-0.0800
2025-06-03 19:01:49,0.340,0.0600,0.120
2025-06-03 19:01:49,-0.225,-0.150,-0.200
2025-06-03 19:01:49,-0.100,-0.0800,-0.340
2025-06-03 19:01:49,-0.0200,-0.120,-0.180
2025-06-03 19:01:49,-0.220,-0.0400,-0.120
2025-06-03 19:01:50,-0.425,0.0250,-0.200
2025-06-03 19:01:50,0.220,-0.0800,-0.0200
2025-06-03 19:01:50,0.120,-0.140,0.180
2025-06-03 19:01:50,0.440,0.280,0.360
2025-06-03 19:01:50,0.125,-0.125,-0.125
2025-06-03 19:01:50,-0.240,-0.100,-0.0400
2025-06-03 19:01:50,-0.220,-0.100,-0.180
2025-06-03 19:01:50,0.125,0.225,-0.400
2025-06-03 19:01:50,-0.0200,-0.160,-0.100
2025-06-03 19:01:50,0,0.0400,-0.260
2025-06-03 19:01:51,-0.380,-0.100,-0.100
2025-06-03 19:01:51,0.0800,-0.0200,-0.0400
2025-06-03 19:01:51,-0.240,-0.160,-0.0200
2025-06-03 19:01:51,0.125,0.125,0.125
2025-06-03 19:01:51,0.0600,-0.120,-0.100
2025-06-03 19:01:51,-0.0200,-0.360,0.0200
2025-06-03 19:01:51,-0.0200,-0.0400,0.100
2025-06-03 19:01:51,-0.150,0.300,0.225
2025-06-03 19:01:51,-0.0400,-0.0600,-0.0600
2025-06-03 19:01:51,0.0600,-0.0800,0.180
2025-06-03 19:01:52,0.0600,0.0800,0.200
2025-06-03 19:01:52,-0.325,-0.200,-0.100
2025-06-03 19:01:52,0.300,-0.0200,-0.100
2025-06-03 19:01:52,0.420,0.120,0.180
2025-06-03 19:01:52,-0.0500,-0.0750,-0.100
2025-06-03 19:01:52,0.140,0.200,0.180
2025-06-03 19:01:52,-0.100,-0.0800,-0.320
2025-06-03 19:01:52,0.280,0.120,-0.100
2025-06-03 19:01:52,0.660,0.140,0.100
2025-06-03 19:01:52,-0.725,-0.400,-0.125
2025-06-03 19:01:53,0.200,0.200,-0.200
2025-06-03 19:01:53,-0.0200,-0.280,0.0200
2025-06-03 19:01:53,0.0600,-0.0200,-0.180
2025-06-03 19:01:53,0.380,-0.0800,0.120
2025-06-03 19:01:53,-0.400,-0.125,-0.300
2025-06-03 19:01:53,0.100,-0.0250,0.0500
2025-06-03 19:01:53,0.183,0.0667,-0.217
2025-06-03 19:01:53,0.740,0.500,0.100
2025-06-03 19:01:53,-0.325,-0.400,-0.400
2025-06-03 19:01:53,0.140,-0.0200,-0.0200
2025-06-03 19:01:54,0.100,-0.0800,-0.260
2025-06-03 19:01:54,-0.300,-0.225,0.225
2025-06-03 19:01:54,0.280,-0.100,0.160
2025-06-03 19:01:54,-0.0200,0.0400,-0.240
2025-06-03 19:01:54,0.140,0.180,-0.260
2025-06-03 19:01:54,0.0600,0.0600,-0.0200
2025-06-03 19:01:54,-0.150,-0.250,-0.100
2025-06-03 19:01:54,0,0.220,-0.100
2025-06-03 19:01:54,-0.0800,-0.0800,0.160
2025-06-03 19:01:54,0.0600,-0.0200,0.180
2025-06-03 19:01:55,0.0250,0.0250,0.150
2025-06-03 19:01:55,-0.380,-0.220,-0.240
2025-06-03 19:01:55,0.225,0.0250,-0.0250
2025-06-03 19:01:55,-0.133,-0.0667,-0.0833
2025-06-03 19:01:55,0.120,0.0600,0.180
2025-06-03 19:01:55,-0.325,-0.150,-0.125
2025-06-03 19:01:55,0.0600,-0.0800,-0.120
2025-06-03 19:01:55,-0.0800,-0.0800,-0.160
2025-06-03 19:01:55,0.367,-3.7e-17,-0.300
2025-06-03 19:01:55,0.900,0.133,0.200
2025-06-03 19:01:56,-0.0200,0.200,0.160
2025-06-03 19:01:56,0.140,-0.0800,-0.560
2025-06-03 19:01:56,-0.0800,0.200,-0.0400
2025-06-03 19:01:56,-0.125,-0.250,-0.300
2025-06-03 19:01:56,0.260,0.120,-0.100
2025-06-03 19:01:56,-0.100,-0.0200,-0.160
2025-06-03 19:01:56,-0.300,-0.220,-0.100
2025-06-03 19:01:56,-0.225,-0.200,-0.125
2025-06-03 19:01:56,-0.160,0.120,-0.240
2025-06-03 19:01:56,0.440,0.200,0.160
2025-06-03 19:01:57,0.140,0.120,0.180
2025-06-03 19:01:57,0.425,-0.0500,-0.300
2025-06-03 19:01:57,-0.300,-0.0800,0.180
2025-06-03 19:01:57,-0.200,-0.240,-0.260
2025-06-03 19:01:57,-0.150,0.0250,-0.325
2025-06-03 19:01:57,-0.167,0.0167,-0.0833
2025-06-03 19:01:57,-0.150,-0.150,0.150
2025-06-03 19:01:57,0.220,-0.100,0.180
2025-06-03 19:01:57,0.140,0.120,0.120
2025-06-03 19:01:57,-0.100,-0.100,0.0400
2025-06-03 19:01:58,0.0500,0.0500,-0.0250
2025-06-03 19:01:58,-0.0200,0.200,0.160
2025-06-03 19:01:58,-0.320,-0.160,-0.0200
2025-06-03 19:01:58,-0.160,0.0600,-0.100
2025-06-03 19:01:58,0.125,0.125,-0.200
2025-06-03 19:01:58,-0.160,-0.160,-0.0400
2025-06-03 19:01:58,-0.150,-0.225,-0.0500
2025-06-03 19:01:58,-0.0833,-2.78e-17,0.250
2025-06-03 19:01:58,0.325,0.125,-0.325
2025-06-03 19:01:58,0.220,0.120,-0.0400
2025-06-03 19:01:59,0.380,0.180,-0.120
2025-06-03 19:01:59,0.740,0.340,0.0600
2025-06-03 19:01:59,-0.800,-0.200,-0.0500
2025-06-03 19:01:59,0.125,-0.125,-0.0500
2025-06-03 19:01:59,-0.0800,-0.0800,0.100
2025-06-03 19:01:59,0.140,0.200,0.180
2025-06-03 19:01:59,-0.0200,-0.120,0.160
2025-06-03 19:01:59,-0.0500,-0.125,-0.0250
2025-06-03 19:01:59,-0.300,0.0600,-0.120
2025-06-03 19:01:59,-0.220,-0.140,-0.120
2025-06-03 19:02:00,-0.160,-0.0200,-0.100
2025-06-03 19:02:00,0.125,0.125,0.225
2025-06-03 19:02:00,0.160,0.300,0.100
2025-06-03 19:02:00,-5.55e-18,-0.300,-0.0400
2025-06-03 19:02:00,0.175,-0.150,-0.225
2025-06-03 19:02:00,-0.240,-0.0800,-0.160
2025-06-03 19:02:00,0.220,0.200,0.100
2025-06-03 19:02:00,0.180,-0.240,0.0400
2025-06-03 19:02:00,0.280,0.300,0.0600
2025-06-03 19:02:00,-0.325,-0.0500,0.0500
2025-06-03 19:02:01,-0.300,-0.160,-0.0800
2025-06-03 19:02:01,0.200,0.0400,0.220
2025-06-03 19:02:01,0.0600,0.0800,-0.240
2025-06-03 19:02:01,0.125,0.0250,-0.400
2025-06-03 19:02:01,0.200,0.0600,0.0200
2025-06-03 19:02:01,0.525,0.0500,-0.125
2025-06-03 19:02:01,0.133,-0.117,0.133
2025-06-03 19:02:01,-0.480,-0.160,0.0400
2025-06-03 19:02:01,-0.0500,0.125,0.150
2025-06-03 19:02:01,0.280,0.0600,0.260
2025-06-03 19:02:02,-0.300,-2.22e-17,-0.120
2025-06-03 19:02:02,0.250,0.0250,-0.0250
2025-06-03 19:02:02,0.0400,-0.160,-0.320
2025-06-03 19:02:02,-0.100,-2.22e-17,-0.0200
2025-06-03 19:02:02,-0.520,-0.240,-0.240
2025-06-03 19:02:02,0.0600,0.340,-0.0200
2025-06-03 19:02:02,0.125,0.0500,0.0250
2025-06-03 19:02:02,-0.320,-0.240,-0.240
2025-06-03 19:02:02,-0.0200,0.0600,-0.120
2025-06-03 19:02:02,0.200,0.0600,-0.200
2025-06-03 19:02:03,-0.125,-0.425,0.250
2025-06-03 19:02:03,-0.100,0.0600,0.120
2025-06-03 19:02:03,-0.125,-0.125,-0.225
2025-06-03 19:02:03,-0.117,0.183,-0.0167
2025-06-03 19:02:03,-0.525,-0.400,0.300
2025-06-03 19:02:03,0.0400,0.200,-0.100
2025-06-03 19:02:03,-0.680,-0.240,-0.0200
2025-06-03 19:02:03,-0.320,0.0600,0.160
2025-06-03 19:02:03,0.200,-0.125,0.0750
2025-06-03 19:02:03,-0.0800,0.180,-0.320
2025-06-03 19:02:04,0.120,0.0600,0.0400
2025-06-03 19:02:04,-0.400,-0.180,-0.240
2025-06-03 19:02:04,-0.240,-0.0200,-0.320
2025-06-03 19:02:04,-0.125,-0.0500,-0.0250
2025-06-03 19:02:04,-0.440,-0.300,-0.140
2025-06-03 19:02:04,0.120,0.280,0.300
2025-06-03 19:02:04,-0.0200,-2.22e-17,-0.0400
2025-06-03 19:02:04,0.425,0.300,-0.125
2025-06-03 19:02:04,0,-0.240,-0.260
2025-06-03 19:02:04,0.0500,-0.0500,-0.600
2025-06-03 19:02:05,-0.250,-0.183,-0.267
2025-06-03 19:02:05,-0.325,-0.325,0
2025-06-03 19:02:05,0.140,0.0600,0.0400
2025-06-03 19:02:05,0.200,0.120,0.0800
2025-06-03 19:02:05,-0.160,-0.320,0.180
2025-06-03 19:02:05,-0.0500,0.0500,0.225
2025-06-03 19:02:05,-0.220,-0.240,-0.0400
2025-06-03 19:02:05,0.0600,-0.0800,-0.240
2025-06-03 19:02:05,-5.55e-18,-0.0800,0.0600
2025-06-03 19:02:05,0.200,0.100,-0.100
2025-06-03 19:02:06,-0.0500,-0.0250,0.0500
2025-06-03 19:02:06,0.220,0.0600,-0.180
2025-06-03 19:02:06,0.120,0.200,0.180
2025-06-03 19:02:06,0.500,0.280,0.180
2025-06-03 19:02:06,-0.150,0.0250,-0.300
2025-06-03 19:02:06,0.200,0.140,-0.180
2025-06-03 19:02:06,-0.680,-0.440,-0.480
2025-06-03 19:02:06,-0.100,0.0400,-0.180
2025-06-03 19:02:06,-0.0500,-0.0500,0.0500
2025-06-03 19:02:06,-0.300,-0.160,-0.200
2025-06-03 19:02:07,-0.160,-0.160,-0.100
2025-06-03 19:02:07,-0.0500,-0.225,0.150
2025-06-03 19:02:07,0.0600,-0.0200,-0.0400
2025-06-03 19:02:07,0.340,-2.22e-17,-0.400
2025-06-03 19:02:07,0.0800,0,-0.240
2025-06-03 19:02:07,0.340,-0.0800,-0.0400
2025-06-03 19:02:07,-0.650,-0.425,-0.425
2025-06-03 19:02:07,-0.0500,-0.250,-0.200
2025-06-03 19:02:07,0.0833,-0.167,-0.0833
2025-06-03 19:02:07,-0.240,-0.0600,-0.100
2025-06-03 19:02:08,-0.220,0,-0.500
2025-06-03 19:02:08,-0.0500,-0.225,0.225
2025-06-03 19:02:08,-0.140,-0.300,0.0400
2025-06-03 19:02:08,0.120,-0.0200,-0.260
2025-06-03 19:02:08,0.160,-0.0800,-0.0800
2025-06-03 19:02:08,-0.325,-0.225,-0.100
2025-06-03 19:02:08,-0.160,-0.0800,-0.0200
2025-06-03 19:02:08,0.360,0.120,-0.0400
2025-06-03 19:02:08,0.125,0.200,-0.100
2025-06-03 19:02:08,0.200,-0.160,-0.0200
2025-06-03 19:02:09,0.0600,0.180,-0.0400
2025-06-03 19:02:09,-0.0800,-0.180,-0.0400
2025-06-03 19:02:09,0.360,0.0800,0.100
2025-06-03 19:02:09,-0.0500,0.0500,-0.0250
2025-06-03 19:02:09,10.1,-4.54,-5.96
2025-06-03 19:02:09,0.900,-11.8,10.4
2025-06-03 19:02:09,12.0,-16.0,3.78
2025-06-03 19:02:09,11.8,-22.8,11.8
2025-06-03 19:02:09,6.74,-21.7,14
2025-06-03 19:02:09,9.68,-19.1,9.55
2025-06-03 19:02:10,1.27,-12.3,10.9
2025-06-03 19:02:10,1.26,-10.7,9.36
2025-06-03 19:02:10,2.03,-12.7,10.5
2025-06-03 19:02:10,1.92,-12.4,10.2
2025-06-03 19:02:10,2.96,-13.3,10.6
2025-06-03 19:02:10,2.30,-13.2,10.5
2025-06-03 19:02:10,2.40,-13.3,10.4
2025-06-03 19:02:10,2.40,-13.1,11.0
2025-06-03 19:02:10,2.08,-12.7,9.84
2025-06-03 19:02:10,2.18,-12.2,10
2025-06-03 19:02:11,2.05,-7.10,5.15
2025-06-03 19:02:11,0.360,-0.300,-0.360
2025-06-03 19:02:11,2.06,-0.460,-1.76
2025-06-03 19:02:11,0.250,0.325,-0.0250
2025-06-03 19:02:11,0.500,-0.0500,0.300
2025-06-03 19:02:11,0.500,-0.0200,0.0600
2025-06-03 19:02:11,0.225,0.150,0.125
2025-06-03 19:02:11,-0.217,0.167,-0.150
2025-06-03 19:02:11,-0.0750,-0.0500,-0.150
2025-06-03 19:02:11,0.140,0.140,0.260
2025-06-03 19:02:12,0.0600,0.200,-0.180
2025-06-03 19:02:12,-0.0800,-0.0800,0.0400
2025-06-03 19:02:12,-0.200,-0.250,-0.0500
2025-06-03 19:02:12,0.360,-0.100,-0.160
2025-06-03 19:02:12,0.120,0.140,0.0400
2025-06-03 19:02:12,0.0600,-0.0200,-0.100
2025-06-03 19:02:12,0.340,-0.0400,-0.140
2025-06-03 19:02:12,0.325,0.125,-0.325
2025-06-03 19:02:12,0,-0.140,-0.180
2025-06-03 19:02:12,-0.0800,0.200,0.0600
2025-06-03 19:02:13,-0.220,-0.180,-0.180
2025-06-03 19:02:13,-0.0500,-0.150,-0.125
2025-06-03 19:02:13,0.140,0.0600,0.180
2025-06-03 19:02:13,0.360,-0.0800,0.0400
2025-06-03 19:02:13,0.160,0.200,-0.180
2025-06-03 19:02:13,-0.0500,-0.125,-0.200
2025-06-03 19:02:13,0.0800,-0.240,0
2025-06-03 19:02:13,-0.240,-0.0200,0.0400
2025-06-03 19:02:13,0.0500,-0.150,-0.300
2025-06-03 19:02:13,0.340,0.280,0.160
2025-06-03 19:02:14,-5.55e-18,-0.0200,-0.260
2025-06-03 19:02:14,-0.300,-0.0200,-0.0200
2025-06-03 19:02:14,-0.400,-2.22e-17,-0.320
2025-06-03 19:02:14,-0.180,-0.0800,-0.0600
2025-06-03 19:02:14,-0.225,-0.0250,-0.325
2025-06-03 19:02:14,0.460,0.0600,-0.100
2025-06-03 19:02:14,0.640,-0.0200,-0.0400
2025-06-03 19:02:14,-0.300,-0.0200,-0.180
2025-06-03 19:02:14,0.225,0.400,-0.125
2025-06-03 19:02:14,-0.100,-0.140,0.180
2025-06-03 19:02:15,0.125,-0.250,-0.200
2025-06-03 19:02:15,0.367,0.367,-0.0667
2025-06-03 19:02:15,-0.0750,-0.150,-0.100
2025-06-03 19:02:15,-0.260,-0.0800,0.0200
2025-06-03 19:02:15,-0.300,-0.160,-0.0400
2025-06-03 19:02:15,-0.460,-0.520,-0.320
2025-06-03 19:02:15,-0.325,0.0500,-0.125
2025-06-03 19:02:15,-0.320,-0.460,-0.400
2025-06-03 19:02:15,0.0400,0.0600,-0.120
2025-06-03 19:02:15,-0.140,-0.180,-0.260
2025-06-03 19:02:16,0.100,-0.200,0.300
2025-06-03 19:02:16,0.0500,0.125,0.125
2025-06-03 19:02:16,-0.350,0.200,-0.167
2025-06-03 19:02:16,0.0600,-0.100,0.120
2025-06-03 19:02:16,-0.300,-0.380,-0.180
2025-06-03 19:02:16,0.150,0.250,-0.100
2025-06-03 19:02:16,0.0600,0.120,-0.0200
2025-06-03 19:02:16,-0.0200,-0.180,0.180
2025-06-03 19:02:16,-0.200,0.0600,-0.320
2025-06-03 19:02:16,0.0500,-0.0500,-0.0250
2025-06-03 19:02:17,0.0600,-0.0200,-0.180
2025-06-03 19:02:17,-0.0800,0.140,-0.100
2025-06-03 19:02:17,-0.0500,-0.0500,-0.425
2025-06-03 19:02:17,0.0600,-0.0200,-0.100
2025-06-03 19:02:17,-0.320,-0.0800,0.100
2025-06-03 19:02:17,0.420,-0.0200,-0.0400
2025-06-03 19:02:17,0.0400,0.0400,-0.120
2025-06-03 19:02:17,-0.325,-0.125,-0.300
2025-06-03 19:02:17,-0.380,-0.0200,-0.240
2025-06-03 19:02:17,0.0400,-0.140,-0.240
2025-06-03 19:02:18,-0.160,-0.160,-0.100
2025-06-03 19:02:18,-0.0500,-0.0500,-0.200
2025-06-03 19:02:18,-0.0600,-0.160,-0.480
2025-06-03 19:02:18,0.600,0.0250,0.225
2025-06-03 19:02:18,-0.117,0,0.100
2025-06-03 19:02:18,-0.0200,0.0600,0.0200
2025-06-03 19:02:18,-0.125,-0.0500,-0.150
2025-06-03 19:02:18,2.78,-2.50,0.0800
2025-06-03 19:02:18,-2.50,0.700,1.32
2025-06-03 19:02:18,1.30,-3.53,2.55
2025-06-03 19:02:19,-8.50,0.340,7.82
2025-06-03 19:02:19,-6.62,-2.78,9.56
2025-06-03 19:02:19,-8.20,-2.48,10.6
2025-06-03 19:02:19,-6.44,-4.94,10.7
2025-06-03 19:02:19,-2.08,-8.80,11.3
2025-06-03 19:02:19,-1.46,-7.60,9.36
2025-06-03 19:02:19,-2.90,-8.56,10.5
2025-06-03 19:02:19,-1.72,-9.58,10.8
2025-06-03 19:02:19,-1.67,-10.5,11.5
2025-06-03 19:02:19,-1.24,-8.64,10
2025-06-03 19:02:20,1.28,-2.26,1
2025-06-03 19:02:20,-0.620,0.160,0.0800
2025-06-03 19:02:20,0.875,0.250,-0.500
2025-06-03 19:02:20,-0.220,0.120,-0.240
2025-06-03 19:02:20,0.200,-0.160,-0.180
2025-06-03 19:02:20,-0.0500,0.0250,-0.125
2025-06-03 19:02:20,-0.183,0,-0.167
2025-06-03 19:02:20,-0.225,-0.125,0.0750
2025-06-03 19:02:20,-0.620,-0.220,-0.260
2025-06-03 19:02:20,-0.220,-0.0800,0.0400
2025-06-03 19:02:21,-0.0800,-0.0800,-0.340
2025-06-03 19:02:21,0.125,-0.0500,0.0750
2025-06-03 19:02:21,0.0600,0.340,0.100
2025-06-03 19:02:21,0.100,0.0400,0.0800
2025-06-03 19:02:21,-0.160,-0.220,-0.120
2025-06-03 19:02:21,0.150,-0.150,0.0750
2025-06-03 19:02:21,-0.300,-0.200,-0.260
2025-06-03 19:02:21,0.120,0.0600,0.0200
2025-06-03 19:02:21,-0.0200,-0.220,-0.240
2025-06-03 19:02:21,-0.175,0.0250,-0.0500
2025-06-03 19:02:22,0.300,0.0600,0.240
2025-06-03 19:02:22,-0.240,-0.0200,-0.100
2025-06-03 19:02:22,0.225,0.125,0.0500
2025-06-03 19:02:22,-0.300,-0.0800,-0.400
2025-06-03 19:02:22,-0.320,-0.460,-0.260
2025-06-03 19:02:22,-0.0800,0.120,0.300
2025-06-03 19:02:22,-0.460,-0.0400,-0.0600
2025-06-03 19:02:22,-0.160,-0.160,-0.320
2025-06-03 19:02:22,0.225,-0.400,0.150
2025-06-03 19:02:22,0.0400,0.120,-0.0400
2025-06-03 19:02:23,-0.0200,-0.0800,0.0200
2025-06-03 19:02:23,-0.160,-0.220,-0.180
2025-06-03 19:02:23,0.600,0.300,0.475
2025-06-03 19:02:23,0.250,0.100,0.150
2025-06-03 19:02:23,0.0333,-0.100,-0.167
2025-06-03 19:02:23,-0.140,0.200,0.260
2025-06-03 19:02:23,0.325,0.300,-0.400
2025-06-03 19:02:23,-0.160,-0.100,-0.240
2025-06-03 19:02:23,0.0600,-0.160,-0.260
2025-06-03 19:02:23,-0.125,-0.0500,-0.0250
2025-06-03 19:02:24,-0.300,-0.300,0.0400
2025-06-03 19:02:24,0.520,-0.0200,-0.0200
2025-06-03 19:02:24,0.0400,-0.0800,-0.0200
2025-06-03 19:02:24,-0.100,-0.0800,-0.100
2025-06-03 19:02:24,0.225,0.225,0.0750
2025-06-03 19:02:24,-0.0500,-0.400,0.0750
2025-06-03 19:02:24,0.133,0.133,0.0167
2025-06-03 19:02:24,0.420,-1.11e-17,-0.120
2025-06-03 19:02:24,0.120,-0.160,-0.180
2025-06-03 19:02:24,0.125,0.300,0.125
2025-06-03 19:02:25,0.0400,0.120,-0.0200
2025-06-03 19:02:25,0.400,-0.0500,0.0500
2025-06-03 19:02:25,-0.167,-0.0500,-0.133
2025-06-03 19:02:25,-0.225,-0.0500,-0.0250
2025-06-03 19:02:25,0.220,-0.0600,-0.260
2025-06-03 19:02:25,-0.0200,-2.22e-17,0.320
2025-06-03 19:02:25,0.460,0.520,0.0200
2025-06-03 19:02:25,0.0500,-0.350,-0.225
2025-06-03 19:02:25,-1.11e-17,0.0400,-0.120
2025-06-03 19:02:25,0.220,0.200,-0.100
2025-06-03 19:02:26,0.120,0.140,-0.0400
2025-06-03 19:02:26,0.425,-0.0500,0.225
2025-06-03 19:02:26,0.125,-0.325,-0.400
2025-06-03 19:02:26,-0.100,0.0833,-0.167
2025-06-03 19:02:26,-0.320,0.0400,0.180
2025-06-03 19:02:26,-0.0250,-0.325,0.0500
2025-06-03 19:02:26,-0.300,-0.140,-0.120
2025-06-03 19:02:26,-0.300,-0.160,-0.180
2025-06-03 19:02:26,-0.0250,-0.150,0.0750
2025-06-03 19:02:26,0.433,0.250,0.0833
2025-06-03 19:02:27,-0.125,-0.0500,-0.100
2025-06-03 19:02:27,-0.160,-0.300,-0.260
2025-06-03 19:02:27,-0.540,-0.180,-0.100
2025-06-03 19:02:27,0.0500,0.0500,-0.100
2025-06-03 19:02:27,-0.160,0.0600,-0.180
2025-06-03 19:02:27,0.120,-0.0200,-0.160
2025-06-03 19:02:27,0.200,0.260,0.0600
2025-06-03 19:02:27,-0.0800,-0.0200,-0.240
2025-06-03 19:02:27,-0.0500,-0.0750,0.0500
2025-06-03 19:02:27,-0.0400,-0.0800,0.120
2025-06-03 19:02:28,-0.160,0.0600,-0.260
2025-06-03 19:02:28,0.500,-0.0200,-0.0800
2025-06-03 19:02:28,-0.0250,-0.125,0.150
2025-06-03 19:02:28,-0.360,-0.140,-0.0200
2025-06-03 19:02:28,0.140,0.0600,-0.0200
2025-06-03 19:02:28,0.0250,-0.0500,0.125
2025-06-03 19:02:28,0.0600,-0.100,0.120
2025-06-03 19:02:28,-0.0800,-0.220,-0.160
2025-06-03 19:02:28,0.360,0.120,-0.100
2025-06-03 19:02:28,-0.200,0.0333,-0.400
2025-06-03 19:02:29,0.150,0.200,-0.100
2025-06-03 19:02:29,0.200,0.120,0.240
2025-06-03 19:02:29,-3.33e-17,-0.140,-0.180
2025-06-03 19:02:29,-0.0200,0.120,-0.0400
2025-06-03 19:02:29,-0.160,-0.140,-0.100
2025-06-03 19:02:29,-0.500,0.125,0
2025-06-03 19:02:29,-0.150,-0.0500,0.150
2025-06-03 19:02:29,-0.100,-0.0833,-0.0167
2025-06-03 19:02:29,0.120,0.0600,0.0200
2025-06-03 19:02:29,-0.500,-0.225,-0.100
2025-06-03 19:02:30,-0.160,0.120,-0.180
2025-06-03 19:02:30,-0.180,-0.240,-0.100
2025-06-03 19:02:30,0.325,-0.125,-0.0500
2025-06-03 19:02:30,0.140,0.260,-0.0200
2025-06-03 19:02:30,0.0600,-0.0200,0.0400
2025-06-03 19:02:30,0.380,0.0600,0.0600
2025-06-03 19:02:30,-0.0800,-0.160,-0.140
2025-06-03 19:02:30,-0.0500,-0.0500,-0.0500
2025-06-03 19:02:30,-0.220,-0.220,-0.0800
2025-06-03 19:02:30,-0.0800,-0.0200,-0.0800
2025-06-03 19:02:31,-2.22e-17,-0.0200,0.0800
2025-06-03 19:02:31,-0.220,-0.0200,-0.100
2025-06-03 19:02:31,0.225,-0.0250,-0.400
2025-06-03 19:02:31,-0.0750,-0.0500,-0.125
2025-06-03 19:02:31,0.0333,0.0167,-0.100
2025-06-03 19:02:31,-0.160,0.200,-0.0400
2025-06-03 19:02:31,0.325,-0.0500,0.200
2025-06-03 19:02:31,0.0600,0.220,-0.0400
2025-06-03 19:02:31,-0.0800,0.140,-0.0200
2025-06-03 19:02:31,-0.0750,-0.0500,-0.300
2025-06-03 19:02:32,0.140,-0.0200,0.0400
2025-06-03 19:02:32,-0.300,-0.0200,-0.200
2025-06-03 19:02:32,-0.220,-0.440,-0.0400
2025-06-03 19:02:32,-0.160,-0.220,0.0600
2025-06-03 19:02:32,-0.0250,0.200,-0.100
2025-06-03 19:02:32,-0.150,-0.150,0.150
2025-06-03 19:02:32,0.0667,0.217,0.133
2025-06-03 19:02:32,0.280,0.280,-0.100
2025-06-03 19:02:32,0.325,0.150,0.400
2025-06-03 19:02:32,-0.133,-0.467,0.300
2025-06-03 19:02:33,0.125,-0.0750,0.150
2025-06-03 19:02:33,0.200,-0.0500,0.150
2025-06-03 19:02:33,0.133,0.0167,-0.0500
2025-06-03 19:02:33,-0.300,-0.250,-0.300
2025-06-03 19:02:33,-0.220,-0.160,0.0400
2025-06-03 19:02:33,0.140,-0.0400,0.180
2025-06-03 19:02:33,0.125,-0.0750,0.0500
2025-06-03 19:02:33,-0.0800,0.0400,0.0600
2025-06-03 19:02:33,-0.0800,0.0600,0.180
2025-06-03 19:02:33,-0.0800,-0.380,-0.0200
2025-06-03 19:02:34,0.520,-0.260,0.180
2025-06-03 19:02:34,-0.0500,0.0250,-0.100
2025-06-03 19:02:34,0.300,0.140,0.180
2025-06-03 19:02:34,0.180,-0.100,-0.180
2025-06-03 19:02:34,-0.0800,0.220,-0.120
2025-06-03 19:02:34,0.225,0.225,0.0500
2025-06-03 19:02:34,0.140,0.120,-0.0400
2025-06-03 19:02:34,-0.0500,-0.0500,0.150
2025-06-03 19:02:34,-0.0333,0,0.0667
2025-06-03 19:02:34,-0.200,0.150,-0.125
2025-06-03 19:02:35,-0.380,0.280,-0.180
